img_id,Entropy,Complexity,Fisher,Smoothness,Curve structure,Up-down balance,Persistence,Distance to White Noise,Label
673,0.9838468968118756,0.0207263447970846,0.0181664721987628,0.0997732426303855,0.1143864953388762,0.019148400100780998,-0.1285588309397834,0.0044095598916292595,Emphysematous Area
674,0.9782163747536268,0.0277617349891218,0.0203656359271607,0.091206853111615,0.1436130007558578,0.029730410682791607,-0.1275510204081634,0.005992500394052887,Emphysematous Area
675,0.9892331860525472,0.0142130415907688,0.0118475236556815,0.0823885109599395,0.1151423532375912,0.002267573696145199,-0.1358654572940288,0.002786246027016764,Emphysematous Area
676,0.9872117264177762,0.0167063816284682,0.0148488528020871,0.0894431846812799,0.1186696900982615,0.02368354749307129,-0.1401486520534141,0.003377499950644201,Emphysematous Area
677,0.9892959612487447,0.0142105588136299,0.0134447934439962,0.0783572688334593,0.1151423532375913,0.009322247417485503,-0.1504787100025197,0.002743333459658785,Emphysematous Area
678,0.9867194550072316,0.0171647042696734,0.0153956349461723,0.0816326530612245,0.1184177374653565,0.027966742252456496,-0.1444318468127993,0.0035888887809726743,Emphysematous Area
679,0.9840140420598676,0.0204570823083025,0.0163648025993265,0.0881834215167548,0.1048122952884857,0.0256991685563114,-0.1315822625346436,0.004403084918448037,Emphysematous Area
680,0.9846854358299144,0.0194558370788753,0.0133765703135468,0.0710506424792139,0.1138825900730662,0.042831947593852296,-0.1401486520534141,0.004275235938183297,Emphysematous Area
681,0.9812034504271052,0.0244418898407712,0.0201577352963491,0.0985134794658604,0.1509196271101033,0.036281179138321996,-0.140652557319224,0.004985705544500486,Emphysematous Area
682,0.9784363056014396,0.0277406040432872,0.0240224110790382,0.1199294532627866,0.1441169060216679,0.038800705467372104,-0.1164651045603427,0.005862366129135975,Emphysematous Area
683,0.9811736046385608,0.0236647210865201,0.0211145687173571,0.0982615268329554,0.1229528848576467,0.025195263290501403,-0.1320861678004536,0.0053641740749564475,Emphysematous Area
684,0.9832808936448856,0.0212588937230954,0.0177802602586665,0.0907029478458049,0.127991937515747,0.037792894935752004,-0.1280549256739734,0.004676049474127435,Emphysematous Area
685,0.9828952216520108,0.0224046733675935,0.0192445007114243,0.1068279163517259,0.1400856638951876,0.0199042579994961,-0.1257873519778283,0.004478372351712156,Emphysematous Area
686,0.9853873711203648,0.0188435881019699,0.0166732859935894,0.0975056689342404,0.1166540690350213,0.032249937011841805,-0.1285588309397834,0.003967103390911721,Emphysematous Area
687,0.980403069122212,0.0250596337344052,0.0190368694699267,0.0964978584026203,0.1342907533383723,0.031494079113126794,-0.1172209624590578,0.005381313709847945,Emphysematous Area
688,0.9833995232304852,0.0211459695589847,0.0153126894923878,0.0602166792642983,0.1408415217939027,0.026958931720836493,-0.1293146888384985,0.004592255703546777,Emphysematous Area
689,0.9825498605547648,0.0222585582398486,0.0196146662276287,0.0924666162761401,0.1368102796674225,0.035525321239607,-0.1434240362811792,0.004813166553259416,Emphysematous Area
690,0.984600826874564,0.0198664462089443,0.0187031119466413,0.1015369110607206,0.1146384479717813,0.029226505416981602,-0.1260393046107332,0.004173413810901969,Emphysematous Area
